name,position,height/m,nationality,injury_history,apparence
Suso,Right Winger,1.77,Spain,"[-1, 62, 147, 8, 670, 32, 409, 10, 211, 4, 14, 8, 291, 4, 350, 43, 354, 15, 3, 131, 382, 13, 190, 21, 243, 39, 32, 31]","(443, 29185)"
Peque Fernández,Second Striker,1.72,Spain,"[-1, 68, 17, 75, 335, 14, 29, 13]","(146, 7196)"
Isaac Romero,Centre-Forward,1.83,Spain,"[-1, 62, 13, 93, 804, 27, 119, 13]","(120, 8409)"
Akor Adams,Centre-Forward,1.9,Nigeria,"[-1, 10, 275, 27, 61, 34, 28, 51]","(160, 9806)"
García Pascual,Centre-Forward,1.9,Spain,[-1],"(36, 2024)"
Fran Vieites,Goalkeeper,1.96,Spain,[-1],"(91, 8086)"
Adrián,Goalkeeper,1.9,Spain,"[-1, 11, 2027, 31]","(295, 26370)"
Natan,Centre-Back,1.88,Brazil,"[-1, 54, 172, 40, 248, 13]","(197, 15659)"
Diego Llorente,Centre-Back,1.86,Spain,"[-1, 13, 1131, 30, 349, 18, 282, 58, 37, 18, 80, 30, 19, 20, 262, 39, 220, 55, 2, 41, 11, 28, 106, 4, 636, 11, 36, 28, 130, 22, 81, 3, 43, 8, 409, 79]","(403, 32401)"
Marc Bartra,Centre-Back,1.84,Spain,"[-1, 22, 1795, 19, 14, 4, 46, 4, -3, 4, 116, 29, 21, 15, 91, 11, 77, 1, 428, 9, 278, 8, 388, 86, 183, 11, 430, 16, 168, 9, 124, 150, 172, 38]","(462, 37122)"
Romain Perraud,Left-Back,1.73,France,[-1],"(281, 20501)"
Ricardo Rodríguez,Left-Back,1.82,Switzerland,"[-1, 36, 270, 11, 1082, 4, 53, 29, 147, 4, 25, 4, 4, 22, 164, 8, 14, 29, 340, 4, 67, 4, 18, 39, 0, 8, 7, 58, 215, 6, 280, 5, 344, 8, 17, 7, 35, 24, 232, 26, 123, 8, 274, 23, 286, 6, 410, 5, 86, 7, 0, 13]","(511, 41928)"
Aitor Ruibal,Right-Back,1.76,Spain,"[-1, 12, 1120, 36, 210, 20, 61, 27]","(311, 19342)"
Héctor Bellerín,Right-Back,1.78,Spain,"[-1, 17, 355, 34, 27, 11, 651, 5, 44, 27, 8, 241, 69, 11, 2, 40, 987, 23, 140, 31, 577, 118]","(379, 29398)"
Ángel Ortiz,Right-Back,1.67,Spain,"[-1, 16]","(88, 5763)"
Youssouf Sabaly,Right-Back,1.73,Senegal,"[-1, 25, 245, 63, 353, 104, 619, 74, 528, 31, 135, 111, 14, 29, 225, 23, 97, 21]","(342, 28628)"
Johnny Cardoso,Defensive Midfield,1.86,United States,"[-1, 18, 101, 30, 49, 25, 305, 12, 28, 26, 90, 6]","(209, 12950)"
Marc Roca,Defensive Midfield,1.84,Spain,"[-1, 24, 5, 10, 438, 8, 275, 5, 757, 8, 89, 18, 87, 46, 1141, 93, 33, 101]","(286, 20402)"
William Carvalho,Defensive Midfield,1.87,Portugal,"[-1, 74, 690, 11, 67, 17, 82, 5, 15, 5, 20, 15, 3, 28, 131, 18, 125, 7, 69, 26, 145, 127, 18, 91, 21, 7, 190, 16, 932, 56, 63, 18, 63, 5, 207, 182]","(468, 33474)"
Giovani Lo Celso,Central Midfield,1.77,Argentina,"[-1, 9, 369, 44, 106, 13, 189, 26, 16, 20, 32, 7, 22, 85, 179, 9, 62, 28, 10, 6, 305, 50, 253, 38, 70, 9, 15, 37, 94, 6, 150, 33, 55, 21, 15, 38]","(346, 19516)"
Sergi Altimira,Central Midfield,1.88,Spain,"[-1, 22]","(132, 7094)"
Mateo Flores,Central Midfield,1.78,Spain,[-1],"(75, 4723)"
Pablo Fornals,Attacking Midfield,1.78,Spain,"[-1, 5, 118, 15, 2402, 29, 33, 37]","(415, 27028)"
Isco,Attacking Midfield,1.76,Spain,"[-1, 11, 287, 8, 280, 22, 116, 8, 301, 4, 70, 8, 56, 5, 24, 15, 137, 25, 112, 19, 185, 33, 161, 4, 98, 5, 77, 18, 133, 5, 238, 25, 49, 15, 91, 8, 4, 4, 18, 18, 626, 50, 54, 112, 1, 92]","(556, 34574)"
Abde Ezzalzouli,Left Winger,1.77,Morocco,"[-1, 8, 90, 9, 63, 8, 220, 23, 861, 18]","(176, 9576)"
Jesús Rodríguez,Left Winger,1.85,Spain,[-1],"(68, 4338)"
Antony,Right Winger,1.72,Brazil,"[-1, 4, 17, 16, 115, 16, 234, 9, 119, 115, 98, 27, 74, 16]","(256, 17218)"
Cucho Hernández,Centre-Forward,1.76,Colombia,"[-1, 8, 56, 48, 347, 8, 94, 183, 387, 25, 52, 61, 673, 40, 384, 19]","(305, 22204)"
Chimy Ávila,Centre-Forward,1.72,Argentina,"[-1, 15, 73, 25, 429, 214, 15, 182, 294, 6, 443, 14, 4, 15, 3, 7, 250, 30, 57, 62, 199, 50]","(276, 14472)"
Cédric Bakambu,Centre-Forward,1.82,DR Congo,"[-1, 9, 68, 26, 172, 26, 303, 48, 1618, 17, 397, 6, 732, 141]","(463, 28304)"
Dinko Horkas,Goalkeeper,1.89,Croatia,"[-1, 12, 776, 20]","(192, 17081)"
Jasper Cillessen,Goalkeeper,1.87,Netherlands,"[-1, 5, 183, 12, 603, 10, 160, 6, 190, 21, 63, 13, 588, 11, 86, 9, 59, 26, 31, 8, 204, 4, 40, 26, 22, 25, 263, 102, 37, 34, 32, 46, 183, 5, 5, 23, 1, 49, 541, 22, 202, 5, 144, 23]","(381, 33670)"
Mika Mármol,Centre-Back,1.81,Spain,"[-1, 15, 307, 33]","(180, 15098)"
Scott McKenna,Centre-Back,1.89,Scotland,"[-1, 38, 590, 50, 643, 41, 344, 39, 151, 93, 239, 42, 374, 17, 316, 57, 14, 45, 290, 11, 173, 27]","(302, 25977)"
Juanma Herzog,Centre-Back,1.86,Spain,[-1],"(31, 2383)"
Alex Suárez,Centre-Back,1.8,Spain,[-1],"(230, 18964)"
Álex Muñoz,Left-Back,1.87,Spain,"[-1, 394, -82, 19, 336, 12, 229, 17, 9, 22, 157, 15]","(334, 25966)"
Andy Pelmard,Right-Back,1.8,France,"[-1, 5, 423, 5, 655, 59]","(225, 18321)"
Viti Rozada,Right-Back,1.72,Spain,"[-1, 56]","(212, 13704)"
Marvin Park,Right-Back,1.77,Spain,[-1],"(158, 8292)"
Dário Essugo,Defensive Midfield,1.78,Portugal,"[-1, 39]","(91, 5769)"
Stefan Bajcetic,Defensive Midfield,1.85,Spain,"[-1, 159, 256, 80, 121, 193, 210, 6]","(91, 5544)"
Javi Muñoz,Central Midfield,1.77,Spain,"[-1, 19]","(379, 26408)"
Enzo Loiodice,Central Midfield,1.77,France,"[-1, 31, 830, 31, 305, 93]","(172, 10750)"
José Campaña,Central Midfield,1.79,Spain,"[-1, 18, 189, 92, 660, 3, 767, 16, 1297, 211, 74, 48, 85, 49, 178, 45, 60, 23, 35, 29, 43, 163]","(389, 27248)"
Alberto Moleiro,Left Winger,1.71,Spain,"[-1, 39]","(151, 9807)"
Kirian Rodríguez,Attacking Midfield,1.78,Spain,"[-1, 185, 736, 112]","(213, 15294)"
Manu Fuster,Left Winger,1.69,Spain,"[-1, 31]","(290, 20411)"
Benito Ramírez,Left Winger,1.79,Spain,"[-1, 29, 1143, 1, 324, 31]","(237, 12759)"
Adnan Januzaj,Right Winger,1.86,Belgium,"[-1, 6, 161, 19, 40, 29, 142, 43, 286, 18, 25, 15, 46, 12, 12, 22, 117, 11, 75, 86, 115, 21, 23, 39, 421, 15, 578, 24, 878, 48, 39, 24, 13, 11, 42, 34]","(363, 19582)"
Fábio Silva,Centre-Forward,1.85,Portugal,"[-1, 14, 1135, 18]","(209, 11528)"
Oli McBurnie,Centre-Forward,1.88,Scotland,"[-1, 12, 1407, 12, 3, 33, 73, 118, 217, 7, 28, 77]","(351, 21324)"
Sandro Ramírez,Centre-Forward,1.74,Spain,"[-1, 4, 168, 70, 193, 12, 41, 43, 20, 11, 135, 12, 371, 8, 5, 18, 90, 22, -13, 9, 219, 24, 26, 26, 226, 23, 154, 34, 9, 32, 211, 7, 729, 45]","(341, 19550)"
Marc Cardona,Centre-Forward,1.82,Spain,"[-1, 56, 43, 55, 306, 9, 21, 24, 35, 29, 29, 13, 48, 62, 34, 18, 195, 18, 205, 22, 189, 32, 104, 69, -9, 10, 296, 77, 101, 13]","(223, 10361)"
Jaime Mata,Centre-Forward,1.86,Spain,"[-1, 62]","(506, 33239)"
Sergio Herrera,Goalkeeper,1.92,Spain,"[-1, 32, 281, 215, 339, 18, 686, 10, 59, 5, 293, 11]","(321, 28916)"
Aitor Fernández,Goalkeeper,1.82,Spain,"[-1, 65, 119, 114, 127, 91, 3068, 8]","(368, 32869)"
Enzo Boyomo,Centre-Back,1.84,Cameroon,[-1],"(233, 19449)"
Jorge Herrando,Centre-Back,1.92,Spain,[-1],"(141, 11561)"
Alejandro Catena,Centre-Back,1.94,Spain,[-1],"(321, 27748)"
Unai García,Centre-Back,1.86,Spain,"[-1, 41, 114, 13, 597, 215, 463, 8, 303, 7, 598, 46, 71, 7, 70, 33, 13, 8]","(274, 21661)"
Abel Bretones,Left-Back,1.88,Spain,[-1],"(152, 9832)"
Juan Cruz,Left Winger,1.8,Spain,"[-1, 43, 426, 48, 20, 57]","(139, 7856)"
Jesús Areso,Right-Back,1.82,Spain,"[-1, 153]","(204, 15073)"
Rubén Peña,Right-Back,1.7,Spain,"[-1, 15, 716, 18, 2, 92, 413, 31, 113, 14, 302, 89, 166, 21, 112, 86, 244, 14, 68, 39, 143, 12]","(357, 22435)"
Lucas Torró,Defensive Midfield,1.9,Spain,"[-1, 15, 55, 11, 330, 7, 22, 31, 2, 92, 0, 37, 195, 17, 52, 77, 1, 31, -13, 15, 193, 18, 91, 11, 789, 18]","(328, 24109)"
Iker Muñoz,Defensive Midfield,1.8,Spain,"[-1, 62]","(126, 7232)"
Jon Moncayola,Central Midfield,1.82,Spain,"[-1, 11, 104, 61, 501, 15, 730, 21]","(244, 16225)"
Pablo Ibáñez,Central Midfield,1.79,Spain,[-1],"(163, 9606)"
Aimar Oroz,Attacking Midfield,1.77,Spain,"[-1, 21, 117, 23, 389, 19, 14, 29]","(198, 14431)"
Bryan Zaragoza,Left Winger,1.64,Spain,"[-1, 55, 49, 31]","(141, 7373)"
Moi Gómez,Left Winger,1.76,Spain,"[-1, 10, 103, 14, 760, 12, 166, 32, 1324, 24, 884, 15, 118, 23, 197, 11]","(478, 29338)"
José Manuel Arnáiz,Left Winger,1.73,Spain,"[-1, 29, 425, 22, 1, 291, 441, 8, 562, 12, 758, 16, 105, 22]","(300, 18924)"
Rubén García,Right Winger,1.72,Spain,"[-1, 6, 307, 10, 175, 30, 86, 46, 21, 33, 103, 19, 16, 37, 1029, 15, 55, 8, 112, 8, 138, 32, 927, 10, 38, 15, 239, 20, 137, 12]","(452, 28595)"
Kike Barja,Right Winger,1.79,Spain,"[-1, 188, 10, 32, 93, 23, 427, 53, 663, 14, 93, 28, 76, 215]","(254, 13093)"
Ante Budimir,Centre-Forward,1.9,Croatia,"[-1, 21, 872, 6, 159, 88, 867, 15, 88, 14, 200, 17, 10, 39, 50, 12, 839, 28]","(451, 31333)"
Raúl García,Centre-Forward,1.92,Spain,[-1],"(177, 9946)"
Iván Villar,Goalkeeper,1.86,Spain,"[-1, 71]","(171, 15193)"
Vicente Guaita,Goalkeeper,1.9,Spain,"[-1, 13, 230, 52, 573, 74, 454, 9, 310, 19, 260, 17, 235, 5]","(483, 43168)"
Javi Rodríguez,Centre-Back,1.78,Spain,[-1],"(90, 6650)"
Carl Starfelt,Centre-Back,1.87,Sweden,"[-1, 49, 2009, 15, 337, 35, 274, 62, 412, 27, 453, 80]","(390, 33191)"
Carlos Domínguez,Centre-Back,1.87,Spain,"[-1, 13]","(115, 8318)"
Yoel Lago,Centre-Back,1.85,Spain,[-1],"(92, 6479)"
Marcos Alonso,Left-Back,1.88,Spain,"[-1, 69, 419, 112, 5, 82, 1323, 9, 93, 11, 1025, 2, 118, 28, 239, 29, 771, 12, 629, 106, 70, 8, 225, 14]","(491, 39302)"
Mihailo Ristic,Left-Back,1.8,Serbia,"[-1, 12, 179, 69, 174, 49, 26, 16, 44, 62, 25, 14, 82, 62, 59, 31]","(255, 14384)"
Óscar Mingueza,Right-Back,1.84,Spain,"[-1, 15, 259, 8, 2, 24, 247, 8, 295, 78, 499, 6]","(221, 15482)"
Sergio Carreira,Right-Back,1.7,Spain,[-1],"(187, 14143)"
Javier Manquillo,Right-Back,1.78,Spain,"[-1, 55, 1595, 26, 475, 58, 125, 3, 148, 27, 30, 2, 13, 32, 428, 12, 362, 12, 471, 11]","(277, 20474)"
Damián Rodríguez,Defensive Midfield,1.8,Spain,[-1],"(79, 5298)"
Jailson,Defensive Midfield,1.87,Brazil,"[-1, 262, 647, 90, 114, 53]","(259, 16141)"
Fran Beltrán,Central Midfield,1.65,Spain,"[-1, 15, 572, 9, 1051, 11]","(322, 21951)"
Hugo Sotelo,Central Midfield,1.8,Spain,[-1],"(80, 4340)"
Ilaix Moriba,Central Midfield,1.85,Guinea,"[-1, 43, 547, 31, 363, 4, 24, 10, 749, 16]","(149, 7873)"
Hugo Álvarez,Left Winger,1.76,Spain,[-1],"(110, 7598)"
Williot Swedberg,Left Winger,1.87,Sweden,"[-1, 15, 10, 50, 198, 11, 14, 4]","(130, 6740)"
Alfon González,Left Winger,1.72,Spain,"[-1, 20]","(195, 12503)"
Franco Cervi,Left Winger,1.66,Argentina,"[-1, 11, 960, 29, 99, 24, 112, 10]","(333, 20133)"
Fer López,Right Winger,1.88,Spain,[-1],"(71, 3666)"
Iker Losada,Second Striker,1.75,Spain,[-1],"(181, 10505)"
Pablo Durán,Centre-Forward,1.76,Spain,[-1],"(135, 7189)"
Borja Iglesias,Centre-Forward,1.87,Spain,"[-1, 22, 586, 11, 543, 10, 1137, 17]","(467, 31950)"
Iago Aspas,Centre-Forward,1.76,Spain,"[-1, 42, 439, 30, 367, 22, 746, 24, 226, 48, 9, 40, 646, 27, 839, 6, 597, 28]","(629, 43177)"
Joan García,Goalkeeper,1.91,Spain,"[-1, 183]","(84, 7472)"
Fernando Pacheco,Goalkeeper,1.87,Spain,"[-1, 28, 13, 151, 1993, 25, 309, 21, 255, 34, 393, 23, 38, 10, 58, 6, 1131, 44]","(352, 31252)"
Ángel Fortuño,Goalkeeper,1.83,Spain,[-1],"(86, 7695)"
Marash Kumbulla,Centre-Back,1.91,Albania,"[-1, 32, 224, 31, 87, 21, 75, 16, 26, 29, 204, 6, 285, 28, 17, 10, 189, 253, 0, 5, 3, 29, 275, 8]","(207, 15528)"
Fernando Calero,Centre-Back,1.84,Spain,"[-1, 5, 231, 15, 247, 15]","(256, 19382)"
Leandro Cabrera,Centre-Back,1.9,Uruguay,"[-1, 36, 127, 12, 220, 22, 342, 31, 319, 7, 203, 8, 18, 5, 107, 19, 246, 10, 1351, 19]","(526, 45459)"
Sergi Gómez,Centre-Back,1.85,Spain,"[-1, 23, 375, 8, 321, 10, 2, 13]","(431, 33869)"
Pablo Ramón,Centre-Back,1.84,Spain,[-1],"(114, 9123)"
Carlos Romero,Left-Back,1.74,Spain,[-1],"(91, 5852)"
Brian Oliván,Left-Back,1.75,Spain,"[-1, 29, 335, 60]","(308, 24791)"
Omar El Hilali,Right-Back,1.83,Morocco,"[-1, 25, -21, 32]","(148, 11335)"
Álvaro Tejero,Right-Back,1.74,Spain,"[-1, 22]","(343, 26271)"
Urko González de Zárate,Defensive Midfield,1.89,Spain,"[-1, 8, 27, 24, 791, 6]","(109, 8422)"
Alex Král,Central Midfield,1.86,Czech Republic,"[-1, 32, 1022, 22, 641, 20, 252, 13]","(276, 20393)"
Pol Lozano,Central Midfield,1.76,Spain,"[-1, 39]","(196, 12128)"
José Gragera,Central Midfield,1.86,Spain,"[-1, 200]","(208, 14571)"
Álvaro Aguado,Central Midfield,1.75,Spain,"[-1, 12]","(237, 13675)"
Edu Expósito,Central Midfield,1.78,Spain,"[-1, 11, 696, 308]","(264, 18104)"
Justin Smith,Central Midfield,1.89,Canada,[-1],"(101, 7345)"
Rafel Bauzà,Central Midfield,1.83,Spain,[-1],"(64, 4596)"
Javi Puado,Left Winger,1.77,Spain,"[-1, 22, 389, 17, 223, 11, 1128, 28, 405, 23]","(238, 16570)"
Pere Milla,Left Winger,1.8,Spain,"[-1, 31, 1872, 1]","(453, 27881)"
Jofre Carreras,Right Winger,1.75,Spain,"[-1, 113, 809, 19]","(147, 7124)"
Antoniu Roca,Right Winger,1.8,Spain,[-1],"(101, 4768)"
Roberto Fernández,Centre-Forward,1.86,Spain,"[-1, 31]","(160, 9759)"
Walid Cheddira,Centre-Forward,1.87,Morocco,"[-1, 93]","(272, 18114)"
Alejo Veliz,Centre-Forward,1.86,Argentina,"[-1, 37]","(109, 5961)"
Omar Sadik,Centre-Forward,,Morocco,"[-1, 142]","(44, 2664)"
Dominik Greif,Goalkeeper,1.97,Slovakia,"[-1, 9, 243, 20, 233, 13, 95, 21, 22, 8, 1291, 5]","(206, 18750)"
Leo Román,Goalkeeper,1.89,Spain,[-1],"(71, 6480)"
Iván Cuéllar,Goalkeeper,1.87,Spain,"[-1, 23, 85, 83, 252, 168, 318, 20, 1416, 44, 174, 40, 392, 9, 709, 19, 266, 8, 3, 47, 118, 22, 630, 73]","(425, 37993)"
Martin Valjent,Centre-Back,1.87,Slovakia,"[-1, 17, 1063, 11, 477, 3, 27, 32, 249, 37, 254, 8]","(407, 34046)"
José Copete,Centre-Back,1.9,Spain,"[-1, 14]","(168, 12651)"
Antonio Raíllo,Centre-Back,1.87,Spain,"[-1, 171, 564, 66]","(391, 33850)"
Johan Mojica,Left-Back,1.85,Colombia,"[-1, 23, 567, 34, 650, 68, 1, 206, 4, 8, 564, 4, 1028, 18, 45, 34]","(356, 24777)"
Toni Lato,Left-Back,1.71,Spain,"[-1, 12, 472, 15, 197, 8, 377, 43, 307, 15, 348, 32, 54, 15, 963, 38]","(215, 12821)"
Pablo Maffeo,Right-Back,1.72,Argentina,"[-1, 22, 60, 6, 358, 93, 3, 6, 203, 16, 258, 10, 6, 25, 141, 27, 249, 12, 836, 32, 202, 15]","(310, 24328)"
Mateu Morey,Right-Back,1.73,Spain,"[-1, 50, 203, 235, 7, 50, 74, 57, 339, 36, 63, 8, 91, 12, 38, 376, 0, 95, 18, 171, 0, 104, 103, 77, 167, 25, 82, 26]","(72, 4197)"
Samú Costa,Defensive Midfield,1.85,Portugal,"[-1, 17, 1309, 26, 40, 15]","(202, 14673)"
Omar Mascarell,Defensive Midfield,1.81,Equatorial Guinea,"[-1, 82, 658, 4, 18, 92, 0, 137, 0, 29, 53, 46, 0, 20, 324, 24, 335, 103, 1, 101, 92, 29, 109, 49]","(403, 29620)"
Sergi Darder,Central Midfield,1.8,Spain,"[-1, 7, 1780, 6]","(466, 34114)"
Manu Morlanes,Central Midfield,1.78,Spain,"[-1, 122, 866, 30, 6, 45, 56, 16, 13, 91, 659, 14, 67, 12, 943, 71, 37, 41]","(237, 13998)"
Antonio Sánchez,Central Midfield,1.79,Spain,[-1],"(258, 15211)"
Robert Navarro,Attacking Midfield,1.78,Spain,"[-1, 34, 2255, 70]","(168, 10045)"
Dani Rodríguez,Attacking Midfield,1.78,Spain,[-1],"(578, 43505)"
Chiquinho,Left Winger,1.79,Portugal,"[-1, 357]","(138, 7845)"
Takuma Asano,Right Winger,1.73,Japan,"[-1, 26, 616, 8, 13, 7, 275, 29, 17, 43, 11, 8, 920, 33, 77, 22, 258, 64, 677, 27, 4, 43, 126, 20]","(348, 20598)"
Valery Fernández,Right Winger,1.82,Spain,"[-1, 185, 289, 45, 386, 47, 22, 9, 20, 16, 281, 16]","(167, 6480)"
Vedat Muriqi,Centre-Forward,1.94,Kosovo,"[-1, 18, 188, 10, 68, 52, -21, 12, 56, 26, 1060, 65, 248, 26, 172, 20]","(414, 27557)"
Cyle Larin,Centre-Forward,1.88,Canada,"[-1, 12, 1602, 8, 221, 8, 82, 22, 46, 19, 87, 7, 33, 16]","(339, 22270)"
Abdón Prats,Centre-Forward,1.81,Spain,"[-1, 18, 812, 36]","(467, 23455)"
Marc Domènech,Centre-Forward,1.82,Spain,[-1],"(36, 2466)"
David Soria,Goalkeeper,1.92,Spain,"[-1, 15, 133, 68, 150, 15, 143, 25, 537, 11]","(353, 31704)"
Jiri Letacek,Goalkeeper,1.96,Czech Republic,"[-1, 217, 195, 15]","(122, 11016)"
Omar Alderete,Centre-Back,1.88,Paraguay,"[-1, 4, 430, 8, 369, 12, 31, 16, 195, 39]","(247, 20573)"
Djené,Centre-Back,1.78,Togo,"[-1, 6, 1558, 7]","(388, 33084)"
Juan Berrocal,Centre-Back,1.87,Spain,"[-1, 9]","(251, 20217)"
Domingos Duarte,Centre-Back,1.92,Portugal,"[-1, 4]","(340, 28433)"
Juan Bernat,Left-Back,1.7,Spain,"[-1, 1, 164, 15, 11, 67, 14, 8, 0, 8, 256, 8, 143, 5, 133, 88, 0, 29, 11, 18, 105, 5, 29, 17, 606, 29, 153, 15, 52, 348, 4, 12, 111, 14, 346, 3, 71, 27, 211, 145]","(373, 25556)"
Diego Rico,Left-Back,1.83,Spain,"[-1, 58, 82, 11, 521, 8, 188, 56, 237, 9, 223, 8, 328, 87, 283, 31, 217, 12]","(394, 31179)"
Juan Iglesias,Right-Back,1.87,Spain,[-1],"(232, 16058)"
Allan Nyom,Right-Back,1.89,Cameroon,[-1],"(579, 46182)"
Ismael Bekhoucha,Right-Back,,Morocco,[-1],"(67, 3673)"
Mauro Arambarri,Central Midfield,1.75,Uruguay,"[-1, 8, 832, 93, 71, 22, 149, 11, 215, 14, 429, 3, 270, 15, 154, 9, 4, 19, 185, 116, 1, 7, 30, 174, 1, 8, 52, 213]","(300, 23653)"
Ramón Terrats,Central Midfield,1.81,Spain,"[-1, 78, 81, 29, 612, 97]","(132, 6779)"
Luis Milla,Central Midfield,1.75,Spain,"[-1, 24, 334, 15, 71, 152, 125, 22, 260, 37, 280, 123]","(336, 27650)"
Yellu Santiago,Central Midfield,1.92,Spain,[-1],"(82, 3098)"
Christantus Uche,Attacking Midfield,1.9,Nigeria,[-1],"(77, 5723)"
Alberto Risco,Attacking Midfield,,Spain,[-1],"(18, 401)"
Coba da Costa,Left Winger,1.82,Spain,[-1],"(46, 2419)"
Juanmi,Left Winger,1.72,Spain,"[-1, 38, 1726, 272, 811, 110]","(420, 20968)"
Álex Sola,Right Winger,1.78,Spain,"[-1, 185, 222, 98, 240, 40, 47, 22, 46, 57, 820, 81]","(190, 11253)"
Carles Pérez,Right Winger,1.73,Spain,"[-1, 51, 224, 14, 270, 40, 129, 41, 195, 8, 373, 4, 6, 16, 163, 12, 3, 18, 187, 15, 61, 10, 419, 4, 5, 3, 109, 15, 41, 19, 189, 8, 2, 12]","(255, 13872)"
Peter Federico,Right Winger,1.8,Dominican Republic,[-1],"(162, 9198)"
Borja Mayoral,Centre-Forward,1.82,Spain,"[-1, 1, 2103, 7, 787, 195]","(345, 19791)"
Bertuğ Yıldırım,Centre-Forward,1.91,Türkiye,"[-1, 8, 355, 5]","(139, 5119)"
Álvaro Rodríguez,Centre-Forward,1.93,Uruguay,"[-1, 54]","(118, 6589)"
Antonio Sivera,Goalkeeper,1.85,Spain,"[-1, 62, 216, 8, 1059, 6]","(201, 17811)"
Jesús Owono,Goalkeeper,1.86,Equatorial Guinea,[-1],"(20, 1746)"
Adrián Rodríguez,Goalkeeper,1.95,Argentina,[-1],"(65, 5696)"
Abdel Abqar,Centre-Back,1.88,Morocco,"[-1, 10]","(137, 11126)"
Santiago Mouriño,Centre-Back,1.86,Uruguay,[-1],"(87, 6607)"
Moussa Diarra,Centre-Back,1.85,Mali,[-1],"(166, 10504)"
Adrián Pica,Centre-Back,1.9,Spain,[-1],"(55, 4372)"
Facundo Garcés,Centre-Back,1.89,Argentina,[-1],"(139, 11753)"
Aleksandar Sedlar,Centre-Back,1.8,Serbia,"[-1, 238]","(293, 23060)"
Manu Sánchez,Left-Back,1.71,Spain,"[-1, 13]","(190, 13825)"
Nahuel Tenaglia,Right-Back,1.81,Argentina,[-1],"(224, 17790)"
Hugo Novoa,Right-Back,1.82,Spain,"[-1, 19, 470, 9, 244, 56, 180, 19, 26, 9]","(95, 4786)"
Antonio Blanco,Defensive Midfield,1.76,Spain,"[-1, 7]","(184, 14133)"
Carlos Protesoni,Defensive Midfield,1.85,Uruguay,"[-1, 9, 297, 6, 166, 9, 30, 42, 327, 316, 1, 24, 467, 304, 293, 15, 204, 14, 187, 15, 7, 25, 78, 8, 260, 30]","(188, 10546)"
Ander Guevara,Central Midfield,1.8,Spain,"[-1, 48, 385, 93, 729, 13, 127, 32, 12, 5]","(249, 17051)"
Jon Guridi,Central Midfield,1.79,Spain,"[-1, 216, 121, 15, 10, 208, 696, 31, 40, 28, 85, 29, 133, 97, 673, 3, 94, 6]","(299, 19881)"
Carles Aleñá,Central Midfield,1.8,Spain,"[-1, 15, 372, 22, 515, 98, 2032, 29]","(310, 19418)"
Joan Jordán,Central Midfield,1.85,Spain,"[-1, 32, 1535, 15, 1176, 39, 199, 28, 50, 18, 161, 24]","(439, 31122)"
Carlos Martín,Left Winger,1.8,Spain,[-1],"(116, 7824)"
Tomás Conechny,Left Winger,1.76,Argentina,[-1],"(198, 11019)"
Carlos Vicente,Right Winger,1.79,Spain,"[-1, 4, 14, 9]","(180, 13581)"
Toni Martínez,Centre-Forward,1.87,Spain,[-1],"(319, 14477)"
Asier Villalibre,Centre-Forward,1.82,Spain,"[-1, 120, 464, 23, 10, 17, 11, 73, -32, 7, 103, 18]","(307, 15217)"
Kike García,Centre-Forward,1.86,Spain,"[-1, 135, -132, 31, 335, 47, 1537, 60, 539, 29, 214, 11, 242, 57, 647, 8, 7, 12, 764, 10]","(577, 35130)"
Pau Cabanes,Centre-Forward,1.79,Spain,[-1],"(31, 1282)"
Augusto Batalla,Goalkeeper,1.86,Argentina,"[-1, 12, 1328, 4]","(272, 24273)"
Dani Cárdenas,Goalkeeper,1.86,Spain,"[-1, 10, 553, 56]","(137, 12423)"
Abdul Mumin,Centre-Back,1.88,Ghana,"[-1, 35, 694, 14, 1588, 119]","(211, 16866)"
Florian Lejeune,Centre-Back,1.9,France,"[-1, 8, 121, 29, 316, 162, -20, 22, 95, 213, 80, 8, 135, 80, 366, 32]","(461, 38899)"
Pelayo Fernández,Centre-Back,1.93,Spain,"[-1, 243, 1, 99, 231, 66, 101, 133, 28, 44]","(52, 3894)"
Aridane Hernández,Centre-Back,1.88,Spain,"[-1, 11, 295, 22, 414, 32, 343, 29, 56, 19, 182, 17, 36, 63, 13, 17, 5, 56]","(371, 30548)"
Pep Chavarría,Left-Back,1.74,Spain,"[-1, 10]","(207, 15065)"
Alfonso Espino,Left-Back,1.72,Uruguay,"[-1, 4, 68, 10, 1114, 7, 168, 3, 7, 3, 1, 17, 1307, 90]","(369, 30840)"
Andrei Rațiu,Right-Back,1.83,Romania,"[-1, 11, 528, 13, 415, 10]","(198, 15750)"
Iván Balliu,Right-Back,1.72,Albania,"[-1, 11, 593, 24]","(444, 36620)"
Gerard Gumbau,Defensive Midfield,1.88,Spain,[-1],"(378, 26410)"
Óscar Valentín,Central Midfield,1.77,Spain,[-1],"(300, 21755)"
Unai López,Central Midfield,1.7,Spain,"[-1, 10, 86, 8, 3, 8, 683, 11]","(368, 22265)"
Pedro Díaz,Central Midfield,1.8,Spain,"[-1, 6]","(327, 23292)"
Pathé Ciss,Central Midfield,1.86,Senegal,"[-1, 17]","(251, 14619)"
Randy Nteka,Attacking Midfield,1.89,Angola,"[-1, 15, 25, 8, 612, 47, 496, 25]","(254, 15907)"
Joni Montiel,Attacking Midfield,1.73,Spain,[-1],"(221, 10756)"
